,Date,wk_sold_avg_price_byppg,wk_base_price_perunit_byppg,Promo,TE,List_Price,Promotion_Cost,COGS,tpr_discount_byppg,median_baseprice,flag_promo_under1,flag_promo_under2,flag_children_protection_day,trend_year,tpr_discount_byppg_train,Catalogue_Dist,ACV_Selling,SI,ITEM5006_Lenta_PromotedDiscount,ITEM5006_Lenta_RegularPrice,flag_christmas_day_new,QC,wk_sold_median_base_price_byppg_log,Units,Promo Price,Sales,GSV,Trade_Expense,NSV,MAC,RP
41,2021-10-17,21.047170814572084,28.062894419429448,28.062894419429448,9.855248200000002,20.44,0.0,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,0.0,0.803,100.0,0.9939443554172048,0.0,3.2961429861401768,0,-34,3.3344482204390498,189493.97976225673,21.047170814572084,3988312.1603892827,3873256.946340528,1867510.2029628174,2005746.7433777105,1077068.3308928502,1982565.4170115723
42,2021-10-24,21.047170814572084,28.062894419429448,28.062894419429448,9.855248200000002,20.44,0.0,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,0.0,0.803,99.6,1.022675827207316,5.731478024956827,3.2961429861401768,0,-19,3.3344482204390498,183900.49118755065,21.047170814572084,3870585.050908087,3758926.0398735357,1812384.9847552248,1946541.055118311,1045275.3978899895,1924043.9957897759
43,2021-10-31,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,99.59839357429718,1.044601993083796,9.83720489139872,3.2961429861401768,0,0,3.3344482204390498,100987.44178227014,28.062894419429448,2833999.916424125,2064183.3100296017,638947.3017865629,1425236.0082430388,930313.3873084297,1408763.9081810862
44,2021-11-07,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,99.59839357429718,1.010469771426408,6.359918399378072,3.2961429861401768,0,-14,3.3344482204390498,101895.06852302823,28.062894419429448,2859470.54982227,2082735.200610697,644689.8539970352,1438045.3466136619,938674.5982937209,1421425.203208608
45,2021-11-14,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,99.59839357429718,1.008520965398652,0.0,3.2961429861401768,0,-33,3.3344482204390498,106440.2783372864,28.062894419429448,2987022.2929539517,2175639.289214134,673447.3855833431,1502191.9036307912,980545.8395461399,1484830.3893231605
46,2021-11-21,28.062894419429448,28.062894419429448,28.062894419429448,6.3269976,20.44,0.0,4.900833333333335,0.0,28.062894419429448,0,0,0,3,0.0,0.0,99.59839357429718,1.029241273742237,6.080446502856606,3.2961429861401768,0,-18,3.3344482204390498,102962.59785051315,28.062894419429448,2889428.512629124,2104555.500064489,651444.1094899619,1453111.390574527,948508.858942137,1436317.122054597
47,2021-11-28,21.047170814572084,28.062894419429448,28.062894419429448,9.855248200000002,20.44,0.0,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,0.0,0.803,100.0,1.038866576656901,7.099044784010823,3.2961429861401768,0,0,3.3344482204390498,183997.81144990466,21.047170814572084,3872633.3670935705,3760915.266036052,1813344.1000956127,1947571.165940439,1045828.5583263644,1925062.2011531314
48,2021-12-05,21.047170814572084,28.062894419429448,21.047170814572084,9.855248200000002,20.44,3.7139480000000002,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,25.000000000000007,0.803,100.0,1.131459272836175,0.0,3.2961429861401768,0,12,3.3344482204390498,201618.33565058175,21.047170814572084,4243495.549787522,4121078.780697891,1986998.739507392,2134080.041190499,1145982.1812229394,2109415.5085970233
49,2021-12-12,21.047170814572084,28.062894419429448,21.047170814572084,9.855248200000002,20.44,3.7139480000000002,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,25.000000000000007,0.803,100.0,1.147562970306972,0.0,3.2961429861401768,0,-6,3.3344482204390498,203087.97311575836,21.047170814572084,4274427.26055259,4151118.170486101,2001482.3814907263,2149635.788995375,1154335.4807505622,2124791.471557215
50,2021-12-19,21.047170814572084,28.062894419429448,21.047170814572084,9.855248200000002,20.44,3.7139480000000002,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,25.000000000000007,0.803,100.0,1.437217847165719,0.0,3.2961429861401768,0,-6,3.3344482204390498,231429.10847323947,21.047170814572084,4870927.977500402,4730410.977193015,2280791.3047084985,2449619.672484516,1315424.183375248,2421308.305015886
51,2021-12-26,21.047170814572084,28.062894419429448,21.047170814572084,9.855248200000002,20.44,3.7139480000000002,4.900833333333335,25.000000000000007,28.062894419429448,0,0,0,3,25.000000000000007,0.803,100.0,0.943241840727218,0.0,3.2961429861401768,0,3,3.3344482204390498,185210.0193346896,21.047170814572084,3898146.9135074103,3785692.7952010557,1825290.7096701653,1960402.0855308904,1052718.6491081323,1937744.82797652
